movie,genres
A Home at the End of the World  (2004),"['Drama', 'Romance']"
Crash  (2004),['Drama']
Free State of Jones  (2016),"['Action', 'Drama', 'History', 'War']"
The Butterfly Effect (2004),"['Science Fiction', 'Thriller']"
The Next Three Days (2010),"['Romance', 'Drama', 'Thriller', 'Crime']"
Hannibal  (2001),"['Crime', 'Drama', 'Thriller']"
Dear John  (2010),"['Drama', 'Romance', 'War']"
Hollywood  (1923),"['Comedy', 'Drama']"
Jane Eyre  (1970),"['Drama', 'TV Movie']"
Godfather  (2007),[]
Once Upon a Time in America (1984),"['Drama', 'Crime']"
How to Lose Your Virginity (2013),['Documentary']
Pinocchio  (1972),"['Animation', 'Family', 'Fantasy']"
Beaches  (1988),"['Comedy', 'Drama']"
Hidden Figures (2016),"['Drama', 'History']"
20th Century Women (2016),['Drama']
REC  (2007),"['Horror', 'Crime', 'Mystery', 'Thriller', 'Drama']"
Pocahontas  (1995),"['Adventure', 'Animation', 'Family', 'Romance']"
Mad Max (1979),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Signs  (2002),"['Drama', 'Thriller', 'Science Fiction', 'Mystery']"
Signs  (2008),['Romance']
Blade II (2002),"['Fantasy', 'Horror', 'Action', 'Thriller']"
The Apartment (1960),"['Comedy', 'Drama', 'Romance']"
Four Weddings and a Funeral (1994),"['Comedy', 'Drama', 'Romance']"
The Da Vinci Code  (2006),"['Thriller', 'Mystery']"
The Terminal (2004),"['Comedy', 'Drama']"
The Circle  (2017),"['Drama', 'Thriller', 'Science Fiction']"
Big  (1988),"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']"
That Thing You Do!,"['Comedy', 'Drama', 'Romance', 'Music']"
Blue Streak  (1999),"['Action', 'Comedy', 'Crime']"
Paycheck  (2003),"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']"
The Interview (2014),"['Action', 'Comedy']"
The Disaster Artist (2017),"['Comedy', 'Drama']"
The Artist  (2011),"['Drama', 'Comedy', 'Romance']"
Argo  (2012),"['Drama', 'Thriller']"
Bridge of Spies  (2015),"['Thriller', 'Drama']"
The Manchurian Candidate  (1962),"['Thriller', 'Drama']"
Kingsman: The Secret Service (2014),"['Crime', 'Comedy', 'Action', 'Adventure']"
The Gold Rush (1925),"['Adventure', 'Comedy', 'Drama']"
Invasion of the Body Snatchers (1956),"['Science Fiction', 'Horror', 'Thriller']"
Goodnight Mommy (2014),"['Horror', 'Thriller', 'Mystery']"
The Martian  (2015),"['Drama', 'Adventure', 'Science Fiction']"
Red Planet  (2000),"['Thriller', 'Action', 'Science Fiction']"
The Space Between Us  (2016),['Drama']
Mission to Mars (2000),"['Science Fiction', 'Adventure', 'Mystery']"
Edge of Tomorrow (2014),"['Action', 'Science Fiction']"
The Lone Ranger  (2013),"['Action', 'Adventure', 'Western']"
Battlefield Earth  (2000),"['Science Fiction', 'Action', 'Adventure']"
Independence Day  (1996),"['Action', 'Adventure', 'Science Fiction']"
Equilibrium  (2002),"['Action', 'Science Fiction', 'Thriller']"
Black Hawk Down  (2002),"['Action', 'War', 'History']"
Jarhead  (2005),"['Drama', 'War']"
Letters from Iwo Jima (2006),"['Action', 'Drama', 'War']"
Oblivion  (2013),"['Action', 'Science Fiction', 'Adventure', 'Mystery']"
Mission: Impossible II (2000),"['Adventure', 'Action', 'Thriller']"
Jack Reacher: Never Go Back (2016),"['Action', 'Thriller']"
Knight and Day (2010),"['Action', 'Comedy']"
Mozart and the Whale (2005),"['Drama', 'Comedy', 'Romance']"
Panic Room (2002),"['Crime', 'Drama', 'Thriller']"
The Purge (2013),"['Science Fiction', 'Horror', 'Thriller']"
K-19: The Widowmaker (2002),"['Drama', 'History', 'Thriller', 'Mystery', 'War']"
The Hunt for Red October  (1990),"['Action', 'Adventure', 'Thriller']"
Crimson Tide  (1995),"['Thriller', 'Action', 'Drama']"
Clear and Present Danger  (1994),"['Action', 'Drama', 'Thriller']"
This Is Spinal Tap (1984),"['Music', 'Comedy']"
Into the Woods  (2014),"['Fantasy', 'Comedy']"
The King and I  (1999),"['Animation', 'Family', 'Music', 'Romance']"
Kiss Me Kate  (1953),"['Music', 'Comedy', 'Romance']"
Orphan  (2009),"['Horror', 'Thriller', 'Mystery']"
Sinister 2 (2015),['Horror']
Mother's Day  (1980),"['Action', 'Horror', 'Comedy']"
Mother's Day  (2016),"['Comedy', 'Drama', 'Romance']"
Forgetting Sarah Marshall (2008),"['Comedy', 'Romance', 'Drama']"
Entourage  (2015),"['Comedy', 'Drama']"
The Secret Life of Walter Mitty  (2013),"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Bridge to Terabithia  (2007),"['Adventure', 'Drama', 'Family']"
Pirates of the Caribbean: On Stranger Tides (2011),"['Adventure', 'Action', 'Fantasy']"
Pirates of the Caribbean: The Curse of the Black Pearl (2003),"['Adventure', 'Fantasy', 'Action']"
Triplex  (1991),['Comedy']
The Boondock Saints (1999),"['Action', 'Thriller', 'Crime']"
Badlands  (1973),"['Crime', 'Drama', 'Romance']"
"Casablanca, Casablanca (1985)",['Drama']
Singing Lovebirds (1939),"['Music', 'Comedy']"
My Super Ex-Girlfriend,"['Comedy', 'Science Fiction', 'Romance']"
Batman Returns (1992),"['Action', 'Fantasy']"
Superman: Unbound (2013),"['Animation', 'Action', 'Adventure']"
Batman Begins,"['Action', 'Crime', 'Drama']"
Boyhood  (2014),['Drama']
Prestige  (1932),['Adventure']
Dark Shadows  (2012),"['Comedy', 'Fantasy']"
The Tourist  (2010),"['Action', 'Thriller', 'Romance']"
Prisoners  (2013),"['Drama', 'Thriller', 'Crime']"
Law Abiding Citizen (2009),"['Drama', 'Crime', 'Thriller']"
High Tension (2003),"['Horror', 'Thriller', 'Mystery']"
Life  (1999),"['Comedy', 'Crime']"
Anchorman: The Legend of Ron Burgundy (2004),['Comedy']
Evil Dead  (2013),['Horror']
Where the Money Is (2000),"['Comedy', 'Crime', 'Drama']"
Truth or Dare  (2013),['Horror']
Spy  (2015),"['Action', 'Comedy', 'Crime']"
Little Fockers,"['Comedy', 'Romance']"
"I Love You, Man (2009)","['Comedy', 'Romance']"
The Last Boy Scout (1991),"['Action', 'Thriller']"
The Machinist (2004),"['Thriller', 'Drama']"
Predator  (1987),"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Terminator 2: Judgment Day (1991),"['Action', 'Thriller', 'Science Fiction']"
"I, Robot  (2004)","['Action', 'Science Fiction']"
Ex Machina  (2015),"['Drama', 'Science Fiction']"
Surrogates (2009),"['Science Fiction', 'Action', 'Thriller']"
Reservoir Dogs (1992),"['Crime', 'Thriller']"
Unbreakable  (2000),"['Thriller', 'Drama', 'Mystery']"
Natural Born Killers (1994),"['Crime', 'Thriller', 'Drama']"
Midnight Cowboy (1969),['Drama']
Ocean's 11 (1960),"['Crime', 'Music']"
Apocalypse Now (1979),"['Drama', 'War']"
"Honey, I Shrunk the Kids (1989)","['Adventure', 'Comedy', 'Family', 'Science Fiction']"
The Borrowers  (1997),"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
The Incredible Shrinking Woman (1981),"['Comedy', 'Family', 'Science Fiction']"
The Guest  (2014),"['Mystery', 'Thriller', 'Action']"
The Book of Eli (2010),"['Action', 'Thriller', 'Science Fiction']"
After the Silence (1996),"['Drama', 'TV Movie']"
Kingpin  (1996),['Comedy']
Cinema Paradiso (1988),"['Drama', 'Romance']"
Subway  (1985),"['Action', 'Thriller']"
La Vie en rose  (2007),"['Music', 'Drama']"
The Naked Gun 2½: The Smell of Fear (1991),"['Comedy', 'Crime']"
The Great Gatsby  (2013),"['Drama', 'Romance']"
The Trouble with Harry (1955),"['Comedy', 'Mystery']"
Arsenic and Old Lace ,"['Comedy', 'Crime']"
Eragon  (2006),"['Fantasy', 'Action', 'Adventure', 'Family']"
Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']"
Warcraft  (2016),"['Action', 'Adventure', 'Fantasy']"
Charade  (1953),"['Drama', 'Comedy']"
Teaching Mrs. Tingle (1999),"['Comedy', 'Thriller', 'Horror']"
The 'Burbs (1989),"['Comedy', 'Horror', 'Thriller']"
Ender's Game  (2013),"['Science Fiction', 'Action', 'Adventure']"
Django Unchained (2012),"['Drama', 'Western']"
The Inglorious Bastards (1978),"['Action', 'War', 'Adventure']"
Pitch Black  (2000),"['Thriller', 'Science Fiction', 'Action']"
The Chronicles of Riddick (2004),"['Action', 'Science Fiction']"
Burn After Reading (2008),"['Comedy', 'Drama']"
The Men Who Stare at Goats  (2009),"['Comedy', 'War']"
Confessions of a Dangerous Mind (2002),"['Comedy', 'Crime', 'Drama']"
The Devil's Rejects (2005),"['Drama', 'Horror', 'Crime']"
Fear and Loathing in Las Vegas  (1998),"['Adventure', 'Drama', 'Comedy']"
Ed Wood  (1994),"['Comedy', 'Drama', 'History']"
Scream 3 (2000),"['Horror', 'Mystery']"
Behind the Mask  (2006),['Documentary']
Martyrs  (2008),"['Horror', 'Drama', 'Thriller']"
Gigli (2003),"['Comedy', 'Crime', 'Drama', 'Romance']"
The Last Dragon  (2004),"['Fantasy', 'Documentary']"
Enter the Dragon (1973),['Action']
Fist of the North Star  (1986),"['Animation', 'Action', 'Science Fiction']"
The Jungle Book  (2016),"['Family', 'Adventure', 'Drama', 'Fantasy', 'Animation']"
8 Mile  (2002),"['Drama', 'Music']"
Hustle & Flow (2005),"['Crime', 'Drama', 'Music']"
Straight Outta Compton  (2015),"['Drama', 'Music', 'History']"
Notorious  (2009),"['Music', 'Drama', 'History']"
The Buddy Holly Story (1978),"['Drama', 'Music']"
Fried Green Tomatoes (1991),"['Drama', 'Comedy']"
Space Jam (1996),"['Family', 'Animation', 'Comedy', 'Science Fiction', 'Adventure', 'Fantasy']"
Mom and Dad Save the World (1992),"['Adventure', 'Comedy', 'Family', 'Science Fiction', 'Action']"
Like Mike (2002),"['Family', 'Comedy', 'Fantasy']"
Kazaam (1996),"['Fantasy', 'Comedy', 'Family']"
First Kid (1996),"['Comedy', 'Family']"
Houseguest (1995),"['Comedy', 'Family']"
Blank Check  (1994),"['Comedy', 'Family']"
Blades of Glory (2007),['Comedy']
George of the Jungle  (1997),"['Adventure', 'Comedy', 'Family', 'Romance']"
The Transporter (2002),"['Action', 'Crime', 'Thriller']"
From Paris with Love  (2010),"['Action', 'Crime', 'Thriller']"
Kiss of the Dragon (2001),"['Action', 'Crime', 'Thriller']"
Lockout  (2012),"['Action', 'Thriller', 'Science Fiction']"
The Life Aquatic with Steve Zissou (2004),"['Adventure', 'Comedy', 'Drama']"
Where the Wild Things Are  (2009),"['Family', 'Fantasy', 'Drama', 'Adventure']"
The Lorax  (2012),"['Animation', 'Family']"
The Cat and the Kit (1925),['Animation']
The Conjuring ,"['Horror', 'Thriller']"
Descent  (2005),"['Science Fiction', 'TV Movie', 'Adventure']"
Wild Things  (1998),"['Mystery', 'Thriller', 'Drama']"
The Invitation  (2015),"['Horror', 'Thriller']"
An American Werewolf in Paris (1997),"['Horror', 'Comedy', 'Fantasy']"
Trading Places (1983),['Comedy']
Kiss the Girls  (1997),"['Thriller', 'Crime', 'Mystery', 'Drama']"
"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","['Adventure', 'Drama', 'Action', 'Romance']"
The Point Men (2001),"['Action', 'Drama']"
Paper Planes  (2015),[]
Harry Brown  (2009),"['Thriller', 'Crime', 'Drama', 'Action']"
Crazy Safari (1991),"['Comedy', 'Fantasy']"
Twitches ,"['Comedy', 'Drama', 'Family', 'Fantasy', 'TV Movie']"
Smokey and the Bandit (1977),"['Action', 'Adventure', 'Comedy']"
The Dukes of Hazzard  (2005),"['Comedy', 'Adventure', 'Action']"
Neram (2013),"['Comedy', 'Thriller', 'Drama', 'Action']"
Hotel Rwanda (2004),"['Drama', 'History', 'War']"
Uprising  (2001),"['Drama', 'History', 'War', 'TV Movie']"
Bill & Ted's Bogus Journey (1991),"['Adventure', 'Comedy', 'Science Fiction']"
Jackass 3D (2010),"['Comedy', 'Documentary', 'Action']"
The Star (2017),"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']"
Happiness  (2016),"['Comedy', 'Drama']"
Men  (1997),['Drama']
Sixteen Candles (1984),"['Drama', 'Romance', 'Comedy']"
While You Were Sleeping  (1995),"['Romance', 'Comedy']"
Legends of the Fall (1994),"['Adventure', 'Drama', 'Romance', 'War', 'Western']"
The Last of the Mohicans  (1992),"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
There Will Be Blood (2007),['Drama']
Cloud Atlas  (2012),"['Drama', 'Science Fiction']"
Bio-Dome (1996),['Comedy']
The NeverEnding Story  (1984),"['Adventure', 'Fantasy', 'Family', 'Drama']"
Empire Records (1995),"['Music', 'Comedy', 'Drama']"
The Best of Me  (2014),"['Drama', 'Romance']"
The Girl on the Train  (2016),"['Thriller', 'Mystery', 'Drama', 'Crime']"
Half Baked (1998),"['Comedy', 'Crime']"
Dazed and Confused  (1993),"['Comedy', 'Drama']"
Due Date,"['Comedy', 'Drama']"
True Grit  (2010),"['Drama', 'Adventure', 'Western']"
Gone Fishin'  (1997),['Comedy']
Married to the Mob (1988),"['Comedy', 'Crime', 'Romance']"
Gone Fishing  (2008),"['Animation', 'Comedy']"
Sleepless in New York (2014),"['Documentary', 'Drama', 'Romance']"
Fiddler on the Roof  (1971),"['Drama', 'Romance']"
About Time  (2013),"['Drama', 'Romance', 'Fantasy']"
Southpaw  (2015),"['Action', 'Drama']"
You've Got Mail (1998),"['Comedy', 'Romance']"
Bridget Jones: The Edge of Reason  (2004),"['Comedy', 'Romance']"
Bridget Jones's Baby (2016),"['Comedy', 'Romance', 'Drama']"
The Orphanage  (2007),"['Horror', 'Drama', 'Thriller']"
Heat  (2006),"['Action', 'Crime', 'Drama']"
Rear Window (1954),"['Thriller', 'Mystery']"
Vertigo  (1958),"['Mystery', 'Romance', 'Thriller']"
Tequila Sunrise  (1988),"['Thriller', 'Crime', 'Romance']"
Along Came a Spider  (2001),"['Crime', 'Mystery', 'Thriller', 'Action']"
High Crimes (2002),"['Drama', 'Mystery', 'Thriller', 'Crime']"
Volver (2006),"['Comedy', 'Drama', 'Romance']"
Bad Education  (2004),"['Drama', 'Crime']"
Y Tu Mamá También (2001),"['Drama', 'Romance']"
Shut In  (2016),"['Drama', 'Thriller']"
Earth to Echo (2014),"['Family', 'Adventure', 'Science Fiction']"
Eyes Wide Shut (1999),"['Drama', 'Thriller', 'Mystery']"
The Last Samurai (2003),"['Drama', 'Action', 'War']"
Sweet Home Alabama  (2002),"['Comedy', 'Romance']"
Hot Pursuit  (2015),"['Comedy', 'Action']"
Overboard  (1987),"['Comedy', 'Romance']"
Dumb and Dumberer: When Harry Met Lloyd (2003),['Comedy']
The Hitman's Bodyguard,"['Action', 'Comedy']"
Paul Blart: Mall Cop (2009),"['Action', 'Adventure', 'Comedy', 'Family']"
Road Trip  (2000),"['Comedy', 'Adventure']"
"Me, Myself & Irene (2000)",['Comedy']
Kick-Ass  (2010),"['Action', 'Crime']"
Stargate  (1994),"['Action', 'Adventure', 'Science Fiction']"
Predator ,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Demolition Man  (1993),"['Crime', 'Action', 'Science Fiction']"
Semi-Pro (2008),['Comedy']
Napoleon Dynamite (2004),['Comedy']
Bad Boys  (1995),"['Action', 'Comedy', 'Crime', 'Thriller']"
Along Came Polly,"['Comedy', 'Romance']"
A Lot like Love (2005),"['Comedy', 'Drama', 'Romance']"
Mudbound ,['Drama']
John Wick: Chapter 2 (2017),"['Action', 'Thriller', 'Crime']"
Cargo (2017),"['Drama', 'Thriller', 'Horror']"
Dawn of the Dead  (2004),"['Action', 'Horror', 'Drama']"
Zombieland (2009),"['Comedy', 'Horror']"
Clerks II (2006),['Comedy']
Idiocracy (2006),"['Comedy', 'Science Fiction', 'Adventure']"
Harold & Kumar Go to White Castle (2004),"['Comedy', 'Adventure']"
Eternal Sunshine of the Spotless Mind (2004),"['Science Fiction', 'Drama', 'Romance']"
Death Wish ,"['Action', 'Crime', 'Drama', 'Thriller']"
The Good Son  (1993),"['Thriller', 'Drama', 'Horror']"
Stuck on You  (2003),['Comedy']
Night of the Living Dead (1968),"['Horror', 'Thriller', 'Science Fiction']"
Ace Ventura: When Nature Calls (1995),"['Crime', 'Comedy', 'Adventure']"
Dr. Horrible's Sing-Along Blog,"['Comedy', 'Music']"
Newsies (1992),"['Drama', 'Music', 'History', 'Family']"
The Help  (2011),['Drama']
October Sky (1999),"['Drama', 'Family']"
Bubble Boy  (2001),"['Comedy', 'Adventure', 'Romance']"
White Men Can't Jump (1992),"['Comedy', 'Drama']"
Waiting to Exhale (1995),"['Comedy', 'Drama', 'Romance']"
My Big Fat Greek Wedding (2002),"['Comedy', 'Drama', 'Romance']"
Sin City: A Dame to Kill For (2014),"['Crime', 'Action', 'Thriller']"
The Spirit  (2008),"['Action', 'Comedy', 'Crime', 'Fantasy', 'Drama']"
Beerfest (2006),['Comedy']
Wells Fargo  (1937),"['History', 'Western']"
Where the Buffalo Roam (1980),['Comedy']
Scrooged (1988),"['Fantasy', 'Comedy', 'Drama']"
Mallrats (1995),"['Romance', 'Comedy']"
Ghost in the Shell  (1995),"['Action', 'Animation', 'Science Fiction']"
The Faculty (1998),"['Horror', 'Science Fiction', 'Mystery']"
Arthur  (2011),"['Comedy', 'Romance']"
Porky's (1981),['Comedy']
The Crow  (1994),"['Fantasy', 'Action', 'Thriller']"
Air Bud (1997),"['Comedy', 'Family']"
Spawn  (1997),"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
"Monsters, Inc. (2001)","['Animation', 'Comedy', 'Family']"
Juno (2007),"['Comedy', 'Drama', 'Romance']"
The Perks of Being a Wallflower ,['Drama']
"Love, Simon (2018)","['Comedy', 'Drama', 'Romance']"
Real Women Have Curves (2002),"['Comedy', 'Drama']"
Shakespeare in Love (1998),"['Romance', 'History', 'Comedy']"
Anonymous  (2011),"['Drama', 'History', 'Thriller']"
Elizabeth  (1998),"['Drama', 'History']"
Mamma Mia!  (2008),"['Comedy', 'Romance']"
Friday  (1995),['Comedy']
Barbershop ,"['Comedy', 'Drama']"
First Sunday (2008),"['Comedy', 'Action']"
Gone with the Wind  (1939),"['Drama', 'War', 'Romance']"
I Am Legend  (2007),"['Drama', 'Science Fiction', 'Thriller']"
Powder  (1995),"['Drama', 'Fantasy']"
Rites of Passage  (1999),"['Drama', 'Mystery', 'Thriller']"
Forever Young  (1992),"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance']"
Phenomenon  (1996),"['Drama', 'Romance', 'Science Fiction', 'Fantasy']"
The Time Traveler's Wife  (2009),"['Drama', 'Romance', 'Fantasy']"
The Italian Job (1969),"['Action', 'Crime', 'Comedy', 'Thriller']"
Thief  (1981),"['Crime', 'Thriller', 'Action']"
Gone in 60 Seconds  (2000),"['Action', 'Crime']"
The Great Buck Howard (2008),['Comedy']
Tango & Cash (1989),"['Action', 'Thriller', 'Comedy', 'Drama']"
Edward Scissorhands (1990),"['Fantasy', 'Drama', 'Romance']"
Lucy  (2014),"['Action', 'Science Fiction']"
The Man in the Iron Mask  (1998),"['Adventure', 'Action', 'Drama']"
Phantom of the Opera  (1943),"['Horror', 'Romance', 'Drama']"
The Count of Monte Cristo  (2002),"['Adventure', 'Drama', 'History']"
The Fast and the Furious  (2001),"['Action', 'Crime', 'Thriller']"
Animal House (1978),['Comedy']
Top Gun (1986),"['Drama', 'Action', 'Adventure']"
The Mummy  (1999),"['Adventure', 'Action', 'Fantasy']"
Stand by Me  (1986),"['Crime', 'Drama']"
Singin' in the Rain (1952),"['Comedy', 'Romance']"
Valerian and the City of a Thousand Planets (2017),"['Adventure', 'Science Fiction', 'Action']"
Tron (1982),"['Science Fiction', 'Action', 'Adventure']"
Rosemary's Baby  (1968),"['Drama', 'Horror', 'Thriller']"
The Possession (2012),"['Horror', 'Thriller', 'Drama']"
John Carter  (2012),"['Action', 'Adventure', 'Science Fiction']"
After Earth (2013),"['Science Fiction', 'Action', 'Adventure']"
The Exorcism of Emily Rose (2005),"['Crime', 'Drama', 'Horror', 'Thriller']"
Insidious: The Last Key (2018),"['Horror', 'Mystery', 'Thriller']"
Hereafter  (2010),"['Drama', 'Fantasy']"
Seven Pounds (2008),['Drama']
If I Stay  (2014),['Drama']
Knowing  (2009),"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
Hook  (1991),"['Adventure', 'Fantasy', 'Comedy', 'Family']"
The BFG  (2016),"['Adventure', 'Family', 'Fantasy']"
Jeepers Creepers 3 (2017),"['Horror', 'Mystery', 'Thriller']"
Captain Phillips  (2013),"['Action', 'Drama', 'Thriller']"
Sully  (2016),"['Drama', 'History']"
Evil Dead,['Horror']
Evil Dead II (1987),"['Horror', 'Comedy', 'Fantasy']"
Army of Darkness (1992),"['Fantasy', 'Horror', 'Comedy']"
One Crazy Summer (1986),"['Comedy', 'Romance', 'Family']"
Avengers Grimm (2015),"['Action', 'Fantasy']"
Sausage Party,"['Adventure', 'Animation', 'Comedy', 'Fantasy']"
Pacific Rim  (2013),"['Action', 'Science Fiction', 'Adventure']"
Monster  (2008),"['Action', 'Horror', 'Science Fiction']"
Creature of the Walking Dead (1965),"['Horror', 'Science Fiction']"
Dracula  (1931),['Horror']
Wolfman  (1979),['Horror']
Hall Pass,"['Comedy', 'Romance']"
Gremlins (1984),"['Fantasy', 'Horror', 'Comedy']"
Cube  (1997),"['Thriller', 'Science Fiction', 'Mystery']"
The Killing Room (2009),"['Thriller', 'Drama']"
The Professional  (1981),"['Action', 'Adventure', 'Thriller']"
Colombiana (2011),"['Action', 'Thriller', 'Crime', 'Drama']"
Eraser  (1996),"['Action', 'Drama', 'Mystery', 'Thriller']"
Wolf Creek  (2005),"['Horror', 'Thriller']"
Wrong Turn (2003),"['Horror', 'Thriller']"
Silent Hill  (2006),"['Horror', 'Mystery']"
Tammy  (2014),['Comedy']
Joe Dirt 2: Beautiful Loser (2015),['Comedy']
Joe Dirt (2001),"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']"
Dirty Love  (2005),"['Comedy', 'Romance']"
Run  (1991),"['Action', 'Thriller', 'Drama']"
30 Minutes or Less (2011),"['Action', 'Adventure', 'Comedy']"
30 Days of Night  (2007),"['Horror', 'Thriller']"
Dances with Wolves (1990),"['Adventure', 'Drama', 'Western']"
Field of Dreams (1989),"['Drama', 'Fantasy']"
Draft Day (2014),['Drama']
Deep Impact  (1998),"['Action', 'Drama', 'Science Fiction']"
Night of the Comet (1984),"['Comedy', 'Horror', 'Science Fiction']"
The Day After Tomorrow (2004),"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
The Color Purple  (1985),"['Drama', 'History']"
Driving Miss Daisy (1989),['Drama']
Amistad  (1997),"['Drama', 'History', 'Mystery']"
Precious ,['Drama']
License to Drive (1988),"['Comedy', 'Family']"
Richie Rich  (1994),[]
The Freshman  (1990),"['Comedy', 'Crime']"
Xanadu  (1980),"['Fantasy', 'Science Fiction', 'Romance']"
Chicago  (1927),"['Comedy', 'Drama', 'Crime']"
CQ  (2001),"['Comedy', 'Drama']"
Friday the 13th  (2009),['Horror']
Armageddon  (1997),"['Fantasy', 'Action', 'Comedy']"
Grumpy Old Men  (1993),['Comedy']
Wristcutters: A Love Story (2006),"['Comedy', 'Drama', 'Fantasy', 'Romance']"
The Punisher  (2004),"['Action', 'Crime', 'Drama']"
Death Wish  (1974),"['Crime', 'Drama', 'Action']"
The Speed Girl (1921),['Comedy']
When a Man Loves a Woman  (1994),"['Drama', 'Romance']"
Message in a Bottle  (1999),"['Romance', 'Drama']"
Saturday Night Fever (1977),"['Music', 'Drama']"
Varsity Blues  (1999),"['Comedy', 'Drama', 'Romance']"
Hachi: A Dog's Tale (2009),"['Drama', 'Family']"
Doctor Dolittle  (1967),"['Music', 'Family', 'Comedy', 'Fantasy']"
Turner & Hooch (1989),"['Action', 'Comedy', 'Thriller', 'Crime', 'Family']"
Babe  (1995),"['Fantasy', 'Drama', 'Comedy', 'Family']"
The Passion of the Christ (2004),['Drama']
New World  (2013),"['Thriller', 'Crime', 'Drama']"
Noah  (2014),"['Drama', 'Adventure']"
Notebook ,"['Romance', 'Drama']"
The Nice Guys (2016),"['Comedy', 'Crime', 'Action']"
Brighton Beach Memoirs  (1986),['Comedy']
Submarine  (2010),"['Drama', 'Comedy', 'Romance']"
The Ten Commandments  (1956),"['Drama', 'History']"
Cleopatra  (1970),['Documentary']
Cat on a Hot Tin Roof  (1958),['Drama']
The Taming of the Shrew,"['Comedy', 'Romance']"
National Velvet ,"['Drama', 'Family']"
Nightcrawler  (2014),"['Crime', 'Drama', 'Thriller']"
A History of Violence (2005),"['Drama', 'Thriller', 'Crime']"
A Clockwork Orange  (1971),"['Science Fiction', 'Crime']"
Misery  (1990),"['Drama', 'Thriller']"
Now and Then  (1995),"['Comedy', 'Drama', 'Romance']"
Practical Magic (1998),"['Romance', 'Comedy', 'Fantasy']"
Thirteen  (2003),['Drama']
Say Anything... (1989),"['Romance', 'Comedy', 'Drama']"
Zack and Miri Make a Porno (2008),"['Comedy', 'Romance']"
Point Break  (2015),"['Action', 'Adventure', 'Crime', 'Thriller']"
Solo  (2008),"['Documentary', 'Adventure']"
I Feel Pretty (2018),"['Comedy', 'Romance']"
Anger Management  (2003),['Comedy']
Drag Me to Hell (2009),"['Horror', 'Thriller']"
Blair Witch  (2016),"['Thriller', 'Horror']"
The Blair Witch Project (1999),"['Horror', 'Mystery']"
Cloverfield ,"['Action', 'Thriller', 'Science Fiction']"
Chronicle ,"['Science Fiction', 'Drama', 'Thriller']"
Creep  (2014),['Horror']
V/H/S,"['Thriller', 'Horror']"
The Thing  (2011),"['Horror', 'Science Fiction', 'Mystery']"
Snow Day  (2000),"['Comedy', 'Family', 'Adventure']"
Mystic River  (2003),"['Thriller', 'Crime', 'Drama', 'Mystery']"
Rudy  (1993),"['Drama', 'History']"
Choke  (2008),"['Comedy', 'Drama']"
Galaxy Quest (1999),"['Comedy', 'Science Fiction', 'Adventure']"
Serenity  (2005),"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
Passengers  (2016),"['Drama', 'Romance', 'Science Fiction']"
The Hunger Games ,"['Science Fiction', 'Adventure', 'Fantasy']"
Evan Almighty (2007),"['Fantasy', 'Comedy', 'Family']"
Pay It Forward  (2000),['Drama']
The Family That Preys (2008),['Horror']
Temptation: Confessions of a Marriage Counselor (2013),['Drama']
Allied (2016),"['Action', 'Drama', 'War', 'Romance', 'Thriller']"
Romancing the Stone (1984),"['Romance', 'Comedy', 'Action', 'Adventure']"
Forever My Girl  (2018),"['Romance', 'Drama', 'Music']"
"Sarah, Plain and Tall ","['Drama', 'Family', 'Romance', 'TV Movie']"
The Prophecy (1995),"['Horror', 'Fantasy', 'Thriller']"
The Dead Zone  (1983),"['Thriller', 'Horror', 'Science Fiction']"
The Seventh Sign (1988),"['Horror', 'Drama', 'Thriller']"
Moon  (2009),"['Science Fiction', 'Drama']"
The Mighty Ducks (1992),"['Comedy', 'Family', 'Drama']"
The Aviator  (2004),['Drama']
Boiler Room  (2000),"['Crime', 'Drama', 'Thriller']"
City Slickers (1991),"['Comedy', 'Western']"
EDtv (1999),['Comedy']
Forget Paris (1995),"['Comedy', 'Drama', 'Romance']"
Analyze This (1999),"['Comedy', 'Crime']"
Tarzan  (1999),"['Family', 'Adventure', 'Animation', 'Drama']"
A Low Down Dirty Shame (1994),"['Comedy', 'Crime']"
Trainspotting  (1996),"['Drama', 'Crime']"
Beautiful Creatures  (2000),"['Comedy', 'Crime', 'Drama', 'Thriller']"
The Godfather Part II (1974),"['Drama', 'Crime']"
