movie,genres
The Black Mask  (1935),['Crime']
Sword Master  (2016),['Action']
Ghost  (1998),"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
Get Shorty ,"['Comedy', 'Thriller', 'Crime']"
Be Cool (2005),"['Comedy', 'Crime']"
Delivery Man ,['Comedy']
The First Wives Club (1996),['Comedy']
Idiocracy (2006),"['Comedy', 'Science Fiction', 'Adventure']"
Dave  (1993),['Comedy']
The Beyond  (1981),['Horror']
Braindead  (1992),"['Horror', 'Comedy']"
All Dogs Go to Heaven 2 (1996),"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']"
Bloodsport  (1988),"['Action', 'Thriller']"
Double Impact (1991),"['Thriller', 'Action', 'Crime', 'Drama']"
Fighter  (2011),"['Action', 'Thriller', 'War']"
Scooby-Doo! Stage Fright (2013),"['Family', 'Adventure', 'Animation', 'Comedy', 'Mystery']"
Universal Soldier  (1992),"['Thriller', 'Action', 'Science Fiction', 'Crime']"
The Quest  (1996),"['Action', 'Adventure', 'Drama']"
Tokusou Sentai Dekaranger The Movie: Full Blast Action (2004),"['Action', 'Adventure', 'Science Fiction', 'Crime']"
Encounters of the Spooky Kind (1980),"['Action', 'Comedy', 'Fantasy', 'Horror']"
Small Town Crime (2017),"['Thriller', 'Crime', 'Mystery']"
The Naked Gun: From the Files of Police Squad! (1988),"['Comedy', 'Crime']"
Empire Records (1995),"['Music', 'Comedy', 'Drama']"
November Criminals ,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Conan the Destroyer (1984),"['Adventure', 'Fantasy', 'Action']"
Heat  (1995),"['Action', 'Crime', 'Drama']"
A Man Apart (2003),"['Action', 'Drama', 'Crime']"
I Saw the Devil (2010),"['Thriller', 'Horror']"
Lionheart  (1990),['Action']
Detective  (2016),"['Crime', 'Comedy', 'Drama']"
Mickey's Christmas Carol (1983),"['Family', 'Animation']"
Donald's Snow Fight (1942),"['Animation', 'Comedy']"
Donald's Ostrich (1937),"['Animation', 'Comedy']"
Seabiscuit  (2003),"['Drama', 'History']"
Dreamer  (2005),"['Drama', 'Thriller']"
The Great Dan Patch (1949),"['Adventure', 'Drama', 'Romance']"
The Last Contract (1998),"['Thriller', 'Crime']"
Hercules  (2014),"['Action', 'Adventure']"
Tarzan  (1999),"['Family', 'Adventure', 'Animation', 'Drama']"
Marathon Man  (1976),['Thriller']
Space Cowboys (2000),"['Action', 'Adventure', 'Thriller']"
Cowboys & Aliens (2011),"['Action', 'Science Fiction', 'Thriller', 'Western']"
Tarzan  (2013),"['Animation', 'Action', 'Adventure', 'Family']"
Mo' Money (1992),"['Action', 'Comedy', 'Crime']"
The Arrival  (1996),"['Science Fiction', 'Thriller']"
Attack on Titan  (2015),"['Horror', 'Action', 'Science Fiction']"
The Village  (2004),"['Drama', 'Mystery', 'Thriller']"
Room  (2015),"['Drama', 'Thriller']"
Flushed Away (2006),"['Adventure', 'Animation', 'Comedy', 'Family']"
12 Strong (2018),"['War', 'Drama', 'Action', 'History']"
Chaos  (2000),['Animation']
Funny Games  (2007),"['Drama', 'Horror', 'Thriller']"
Orphan  (2009),"['Horror', 'Thriller', 'Mystery']"
The Changeling  (1980),['Horror']
Enter the Dragon (1973),['Action']
Fist of Fury (1972),"['Drama', 'Action', 'Thriller']"
Fist of Legend (1994),['Action']
The Big Boss (1971),['Action']
Birth of the Dragon (2016),"['Action', 'Drama']"
Trojan War  (1997),"['Comedy', 'Romance']"
Octopussy (1983),"['Adventure', 'Action', 'Thriller']"
The Little Woman,"['Drama', 'TV Movie', 'Crime']"
The Crow  (1994),"['Fantasy', 'Action', 'Thriller']"
Ratatouille  (2007),"['Animation', 'Comedy', 'Family', 'Fantasy']"
Where the Red Fern Grows  (1974),"['Drama', 'Family']"
Free Willy (1993),"['Family', 'Adventure', 'Drama']"
Andre  (1994),"['Drama', 'Family', 'Adventure']"
The Ugly Dachshund (1966),"['Comedy', 'Drama', 'Family']"
Wiener-Dog  (2016),"['Comedy', 'Drama']"
And So It Goes  (2014),"['Comedy', 'Drama', 'Romance']"
The American President (1995),"['Comedy', 'Drama', 'Romance']"
Kevin Hart: Laugh at My Pain (2011),['Comedy']
Jesus  (1973),"['Family', 'Music', 'Fantasy']"
Madea's Family Reunion (2006),"['Drama', 'Comedy', 'Romance']"
Madea's Big Happy Family  (2011),"['Comedy', 'Drama']"
God's Not Dead  (2014),['Drama']
Unstoppable  (2013),['Documentary']
Batman  (1966),"['Action', 'Comedy', 'Crime']"
Snakes on a Train,"['Horror', 'Action']"
The Negotiator (1998),"['Action', 'Crime', 'Drama', 'Thriller']"
Sleeping Beauty  (1959),"['Fantasy', 'Animation', 'Romance', 'Family']"
Machete  (2010),"['Action', 'Comedy', 'Thriller']"
Machete Kills (2013),"['Action', 'Crime', 'Thriller']"
The Apple  (1980),"['Fantasy', 'Comedy', 'Science Fiction', 'Music']"
Transformers: Revenge of the Fallen (2009),"['Science Fiction', 'Action', 'Adventure']"
The Happening  (2008),"['Thriller', 'Science Fiction']"
Jeepers Creepers 2 (2003),"['Horror', 'Thriller']"
The Simpsons Movie (2007),"['Animation', 'Comedy', 'Family']"
Futurama: Bender's Big Score,"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']"
The Polka King,['Comedy']
Hulk  (2003),"['Science Fiction', 'Adventure', 'Action']"
Kevin Hart: Let Me Explain (2013),"['Comedy', 'Documentary']"
Fantastic Four  (2015),"['Action', 'Adventure', 'Science Fiction']"
The Square  (2017),['Drama']
Martyrs  (2016),"['Horror', 'Drama', 'Thriller']"
Train to Busan (2016),"['Horror', 'Thriller', 'Action', 'Adventure']"
The Wailing  (2016),"['Horror', 'Mystery']"
The Cell (2000),"['Horror', 'Science Fiction', 'Thriller']"
Miss March (2009),"['Comedy', 'Romance']"
Rapture-Palooza (2013),"['Comedy', 'Fantasy', 'Horror']"
The End  (2012),"['Drama', 'Fantasy', 'Science Fiction']"
The Mummy  (1999),"['Adventure', 'Action', 'Fantasy']"
Employee of the Month  (2006),"['Comedy', 'Romance']"
She's the One  (2013),"['Drama', 'Romance']"
"Definitely, Maybe (2008)","['Comedy', 'Romance']"
Zack and Miri Make a Porno (2008),"['Comedy', 'Romance']"
Kids  (1995),"['Drama', 'Crime']"
Pirates of the Caribbean: The Curse of the Black Pearl (2003),"['Adventure', 'Fantasy', 'Action']"
Clash of the Titans  (1981),"['Adventure', 'Fantasy']"
The Adventures of Pinocchio  (1996),"['Family', 'Fantasy', 'Adventure', 'Drama']"
ParaNorman (2012),"['Family', 'Animation', 'Adventure', 'Comedy']"
Shrek 2 (2004),"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']"
Shrek the Third (2007),"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
Pete's Dragon  (2016),"['Adventure', 'Family', 'Fantasy']"
Big Hero 6  (2014),"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']"
The Phantom of the Opera  (2004),"['Thriller', 'Drama', 'Romance']"
My Best Friend's Girl  (2008),"['Romance', 'Comedy']"
Joe Dirt (2001),"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']"
Joe Dirt 2: Beautiful Loser (2015),['Comedy']
Insidious: Chapter 2 (2013),"['Horror', 'Thriller']"
Not Fade Away  (2012),['Drama']
Beauty and the Beast  (1934),"['Family', 'Comedy', 'Animation']"
The Overnight (2015),"['Mystery', 'Comedy']"
Born in China,['Documentary']
Born to Be Wild  (2011),"['Documentary', 'Adventure']"
Battle Royale  (2000),"['Drama', 'Thriller', 'Action']"
Paranormal Activity ,"['Horror', 'Mystery']"
Groundhog Day ,"['Romance', 'Fantasy', 'Drama', 'Comedy']"
Wanted  (2008),"['Action', 'Thriller', 'Crime']"
D  (2005),"['Thriller', 'Crime', 'Drama']"
Black Sheep  (1996),['Comedy']
Black Sheep  (2006),['Comedy']
The Commuter  (2017),"['Action', 'Thriller', 'Mystery']"
Run All Night  (2015),"['Action', 'Crime', 'Thriller']"
Anger Management  (2003),['Comedy']
Meet the Robinsons (2007),"['Animation', 'Comedy', 'Family']"
Whatever Works (2009),"['Comedy', 'Romance']"
Running with Scissors  (2006),"['Drama', 'Comedy']"
Nobody Gets Out Alive (2012),"['Horror', 'Thriller']"
The Strangers  (2008),"['Horror', 'Mystery', 'Thriller']"
The Sixth (1981),['Documentary']
All About Anna (2005),"['Comedy', 'Drama', 'Romance']"
The Bridges of Madison County  (1995),"['Drama', 'Romance']"
The Reader  (2008),"['Drama', 'Romance']"
Street Fighter  (1992),[]
The Arrow (1996),"['Drama', 'TV Movie']"
Pride and Prejudice  (1940),"['Drama', 'Romance']"
Jane Austen in Manhattan (1980),"['Drama', 'Romance']"
Mississippi Damned (2009),['Drama']
The Maze Runner  (2014),"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
Spectre  (2015),"['Action', 'Adventure', 'Thriller']"
1984  (1956),"['Science Fiction', 'Drama']"
The Faculty (1998),"['Horror', 'Science Fiction', 'Mystery']"
Species II (1998),"['Science Fiction', 'Action', 'Horror']"
Confessions of a Shopaholic  (2009),"['Comedy', 'Romance']"
Forever My Girl  (2018),"['Romance', 'Drama', 'Music']"
Back to the Future Part II (1989),"['Adventure', 'Comedy', 'Science Fiction']"
Kiki's Delivery Service (1989),"['Animation', 'Family', 'Fantasy']"
Punch-Drunk Love (2002),"['Romance', 'Drama', 'Comedy']"
Annie  (1976),['Drama']
A Dog's Purpose  (2017),"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']"
The Lion King (2019),"['Adventure', 'Drama', 'Family', 'Animation']"
White Men Can't Jump (1992),"['Comedy', 'Drama']"
The Equalizer  (2014),"['Thriller', 'Action', 'Crime']"
War  (2007),"['Action', 'Thriller']"
Death Wish 3 (1985),"['Action', 'Crime', 'Drama']"
The Mask  (1994),"['Romance', 'Comedy', 'Crime', 'Fantasy']"
Spartacus  (1960),"['History', 'War', 'Drama', 'Adventure']"
Kingdom of Heaven  (2005),"['Drama', 'Action', 'Adventure', 'History', 'War']"
Spider-Man 2 (2004),"['Action', 'Adventure', 'Science Fiction']"
Heartbreak Ridge (1986),"['War', 'Drama']"
The Inn of the Sixth Happiness (1958),"['War', 'Drama']"
The Man Who Planted Trees  (1987),"['Animation', 'Drama', 'Fantasy']"
Ernest & Celestine (2012),"['Animation', 'Comedy', 'Drama', 'Family', 'Adventure']"
Dracula 3D (2012),['Horror']
Dracula's Daughter (1936),"['Drama', 'Fantasy', 'Horror']"
The Nutty Professor (1963),"['Comedy', 'Science Fiction', 'Romance']"
Dr. Dolittle 3 (2006),"['Comedy', 'Family', 'Fantasy']"
The Gladiator  (1986),"['Thriller', 'Action', 'Drama', 'TV Movie']"
Cat and Mouse  (2003),"['Drama', 'Action', 'Comedy', 'Romance']"
The Gate  (1987),"['Horror', 'Fantasy']"
Blood Diamond  (2006),"['Drama', 'Thriller', 'Action']"
25th Hour,"['Crime', 'Drama']"
Leatherface  (2017),"['Horror', 'Thriller']"
Porky's (1981),['Comedy']
Crocodile Dundee in Los Angeles (2001),"['Adventure', 'Comedy']"
Clash of the Titans  (2010),"['Adventure', 'Fantasy', 'Action']"
Flash Gordon  (1980),"['Science Fiction', 'Comedy', 'Adventure', 'Action']"
Brothers  (2009),"['Drama', 'Thriller', 'War']"
Ocean's Eleven (2001),"['Thriller', 'Crime']"
Gone with the Wind  (2005),"['Drama', 'War', 'Romance']"
The Kid  (1999),"['Comedy', 'Drama']"
Stitches  (2011),['Horror']
Mike and Dave Need Wedding Dates (2016),['Comedy']
Heaven Is for Real  (2014),['Drama']
Miracles from Heaven  (2016),"['Family', 'Drama']"
The Expendables  (2010),"['Thriller', 'Adventure', 'Action']"
Sherlock Holmes: A Game of Shadows (2011),"['Adventure', 'Action', 'Crime', 'Mystery']"
Day & Night  (2010),"['Animation', 'Family']"
Best in Show  (2000),['Comedy']
Man on Wire (2008),['Documentary']
Cosmos  (2015),"['Drama', 'Comedy', 'Fantasy']"
Oz the Great and Powerful (2013),"['Fantasy', 'Adventure', 'Family']"
Power Rangers  (2017),"['Action', 'Adventure', 'Science Fiction']"
Jeepers Creepers 3 (2017),"['Horror', 'Mystery', 'Thriller']"
The Exorcist III (1990),"['Horror', 'Mystery']"
Chasing Ice,['Documentary']
The Shack  (2017),"['Drama', 'Fantasy']"
Jamesy Boy (2014),"['Crime', 'Drama', 'Romance']"
Let's Be Cops (2014),['Comedy']
Rambo: First Blood Part II (1985),"['Action', 'Adventure', 'Thriller', 'War']"
Vile  (2011),"['Horror', 'Thriller']"
Legends of the Fall (1994),"['Adventure', 'Drama', 'Romance', 'War', 'Western']"
Australia  (2008),"['Adventure', 'Romance', 'Drama']"
Seven Years in Tibet  (1997),"['Adventure', 'Drama', 'History']"
Ghost Rider  (1982),"['Thriller', 'Drama', 'Fantasy']"
Stagecoach  (1939),"['Western', 'Adventure']"
Madea's Witness Protection (2012),"['Drama', 'Comedy', 'Crime']"
Eye in the Sky  (2015),"['Drama', 'Thriller', 'War']"
Another 48 Hrs. (1990),"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']"
Son in Law (1993),"['Comedy', 'Drama', 'Romance']"
In the Army Now  (1994),['Comedy']
Disaster Movie (2008),"['Comedy', 'Science Fiction']"
Summer Wars,"['Animation', 'Science Fiction']"
Jin-Roh: The Wolf Brigade,"['Animation', 'Drama', 'Romance', 'Thriller', 'Science Fiction']"
Redline  (2009),"['Action', 'Thriller']"
When Marnie Was There,"['Animation', 'Drama', 'Family', 'Mystery']"
Roman Holiday (1953),"['Romance', 'Comedy', 'Drama']"
Sabrina  (1954),"['Comedy', 'Romance', 'Drama']"
Gaslight  (1940),"['Thriller', 'Mystery']"
The Seven Year Itch (1955),"['Comedy', 'Romance']"
Holding the Man  (2015),['Drama']
Five Dances (2013),"['Drama', 'Romance']"
Latter Days (2003),"['Drama', 'Comedy', 'Romance']"
The Falls (1980),"['Comedy', 'Science Fiction']"
Maurice  (1987),"['Drama', 'Romance']"
Fools Rush In  (1949),['Comedy']
Fools Rush In  (1997),"['Comedy', 'Drama', 'Romance']"
Everybody Wants Some!!  (2016),['Comedy']
Kingpin  (1996),['Comedy']
The Tomb  (2007),"['Drama', 'Horror', 'Thriller']"
Taxi  (2015),"['Romance', 'Comedy', 'Drama']"
Quantum of Solace (2008),"['Adventure', 'Action', 'Thriller', 'Crime']"
Payback  (2010),"['Action', 'Crime', 'Drama']"
Insidious: Chapter 3 (2015),"['Horror', 'Thriller', 'Mystery']"
Incarnate  (2016),"['Horror', 'Thriller']"
The Hallow (2015),"['Fantasy', 'Horror']"
The Chosen  (2016),"['Drama', 'History', 'Thriller']"
Enemy  (2015),"['Thriller', 'Mystery']"
Blue Ruin (2013),"['Crime', 'Thriller']"
Enemy  (2013),"['Thriller', 'Mystery']"
Oculus  (2013),['Horror']
Resident Evil: The Final Chapter (2016),"['Action', 'Horror', 'Science Fiction']"
Villu  (2009),"['Drama', 'Action', 'Comedy']"
Attakathi (2012),"['Comedy', 'Romance']"
Skyfall (2012),"['Action', 'Adventure', 'Thriller']"
Mars  (2004),"['Animation', 'Comedy', 'Romance', 'Science Fiction']"
Man on Fire  (2004),"['Action', 'Drama', 'Thriller']"
Promised Land  (2012),['Drama']
The Landlord (1970),"['Comedy', 'Drama']"
A Walk in the Clouds (1995),"['Drama', 'Romance']"
The Secret Life of Walter Mitty  (2013),"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Maid in Manhattan,"['Comedy', 'Drama', 'Romance']"
The Man Who Knew Infinity  (2015),"['Drama', 'History']"
Jay and Silent Bob Strike Back (2001),['Comedy']
Knowing  (2009),"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
Mr. Wonderful  (1993),"['Comedy', 'Romance']"
Under the Tuscan Sun  (2003),"['Romance', 'Comedy']"
Catch and Release  (2006),"['Comedy', 'Drama', 'Romance']"
Rush Hour 3 (2007),"['Action', 'Comedy', 'Crime']"
Rush Hour ,"['Action', 'Comedy', 'Crime']"
The Bruce  (1996),['History']
The Last Escape  (2010),['Drama']
Vacation  (2015),['Comedy']
Solaris  (2002),"['Drama', 'Science Fiction', 'Mystery']"
Moon  (2009),"['Science Fiction', 'Drama']"
"Big Mommas: Like Father, Like Son (2011)","['Crime', 'Comedy', 'Action']"
Never Back Down: No Surrender (2016),"['Drama', 'Action']"
Blood and Bones (2009),['Drama']
Forever Strong (2008),"['Drama', 'Action']"
Fighting  (2009),"['Action', 'Crime', 'Romance']"
Undisputed  (2002),"['Drama', 'Crime']"
Tekken  (2009),"['Crime', 'Drama', 'Action', 'Thriller', 'Science Fiction']"
Get a Job  (2016),"['Drama', 'Comedy']"
The Last Horror Movie (2003),"['Horror', 'Thriller']"
Diary of a Mad Black Woman (2005),"['Drama', 'Romance', 'Comedy']"
Suburban Mayhem (2006),"['Drama', 'Thriller', 'Romance']"
Foodfight! (2012),"['Adventure', 'Comedy', 'Action', 'Animation', 'Family']"
Primer  (2004),"['Science Fiction', 'Drama', 'Thriller']"
Silent Running (1972),"['Adventure', 'Science Fiction']"
Amityville: The Awakening (2017),"['Thriller', 'Horror']"
African Cats (2011),"['Documentary', 'Adventure']"
Earth  (2007),['Documentary']
Oceans  (2009),"['Documentary', 'Family']"
Erased  (2016),"['Thriller', 'Fantasy']"
Dredd (2012),"['Action', 'Science Fiction']"
Shaun the Sheep Movie (2015),"['Family', 'Animation', 'Comedy', 'Adventure']"
Paranormal Activity: The Ghost Dimension (2015),"['Horror', 'Thriller']"
Knight and Day (2010),"['Action', 'Comedy']"
Now You See Me  (2013),"['Thriller', 'Crime']"
Now You See Me 2 (2016),"['Crime', 'Thriller', 'Action', 'Mystery']"
The Illusionist  (2006),"['Fantasy', 'Drama', 'Thriller', 'Romance']"
The Ugly Truth (2009),"['Comedy', 'Romance']"
Rambo III (1988),"['Action', 'Adventure', 'Thriller', 'War']"
Commando  (1988),"['Drama', 'Action', 'Romance']"
Snowglobe ,"['TV Movie', 'Family', 'Fantasy', 'Science Fiction']"
Christmas Eve  (2015),"['Family', 'Comedy', 'Romance']"
The Bridge on the River Kwai (1957),"['Drama', 'History', 'War']"
Jungle Book  (1942),"['Adventure', 'Fantasy', 'Family']"
Who Am I  (2014),['Thriller']
Project A (1983),"['Action', 'Comedy']"
Hachi: A Dog's Tale (2009),"['Drama', 'Family']"
Superman Returns (2006),"['Science Fiction', 'Action', 'Adventure']"
The Princess Diaries 2: Royal Engagement (2004),"['Comedy', 'Drama', 'Family', 'Romance']"
Mystic Pizza (1988),"['Comedy', 'Drama', 'Romance']"
Beaches  (1988),"['Comedy', 'Drama']"
Jump  (1999),"['Drama', 'Comedy']"
The Adventurer  (1922),"['Comedy', 'Adventure']"
Sky Raiders (1941),['Adventure']
Around the World in 80 Days  (2004),"['Action', 'Adventure', 'Comedy']"
North Dallas Forty (1979),"['Comedy', 'Drama']"
The Natural  (1984),['Drama']
Legend of the Guardians: The Owls of Ga'Hoole (2010),"['Animation', 'Adventure', 'Family', 'Fantasy']"
Inkheart  (2008),"['Adventure', 'Family', 'Fantasy']"
The Lone Ranger  (2013),"['Action', 'Adventure', 'Western']"
Cutthroat Island (1995),"['Action', 'Adventure']"
House Party  (1990),['Comedy']
Dreamgirls  (2006),"['Drama', 'Music']"
Devil in a Blue Dress  (1995),"['Thriller', 'Crime', 'Mystery']"
The Toy  (1982),"['Comedy', 'Family']"
Brewster's Millions  (1985),['Comedy']
Alaska  (1996),"['Family', 'Drama', 'Adventure']"
The Rescuers Down Under,"['Animation', 'Adventure', 'Family', 'Fantasy']"
The Man Who Wasn't There  (2001),"['Crime', 'Drama']"
Raising Arizona (1987),"['Comedy', 'Crime']"
New Kids Turbo (2010),"['Action', 'Comedy']"
Dragon Tiger Gate (2006),"['Action', 'Thriller']"
Once Upon a Time in China ,"['Action', 'Drama']"
Rocky IV (1985),['Drama']
The Hunt for Red October  (1990),"['Action', 'Adventure', 'Thriller']"
Clear and Present Danger  (1994),"['Action', 'Drama', 'Thriller']"
Patriot Games  (1992),"['Drama', 'Action', 'Thriller', 'Crime']"
My Girl  (1991),"['Comedy', 'Drama']"
The Great Beauty (2013),['Drama']
Creepshow (1982),"['Horror', 'Comedy']"
Indiana Jones and the Last Crusade (1989),"['Adventure', 'Action']"
This Is Elvis (1981),"['Drama', 'Music', 'Documentary']"
Woody Woodpecker  (2017),"['Comedy', 'Family', 'Animation']"
Fast and Furious  (1939),"['Comedy', 'Crime', 'Mystery']"
Ghost  (1990),"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']"
Road House  (1989),"['Action', 'Thriller']"
Starship Troopers  (1997),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
City of God  (2002),"['Drama', 'Crime']"
Team America: World Police (2003),"['Adventure', 'Action', 'Comedy']"
Victoria  (2013),['Drama']
Exterminator 2 (1984),"['Action', 'Crime']"
The Hills Have Eyes  (2006),"['Horror', 'Thriller']"
Monster  (1980),"['Crime', 'Drama']"
Frankenstein  (2004),"['TV Movie', 'Drama', 'Horror', 'Science Fiction', 'Mystery']"
The Mask (1988),"['Romance', 'Comedy', 'Crime', 'Fantasy']"
9 (2013),"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
Prison Break: The Final Break,"['Action', 'Drama', 'Thriller']"
Wild Wild West (1999),"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']"
Brave New World  (1998),"['Science Fiction', 'TV Movie']"
The Five People You Meet in Heaven,"['Drama', 'Fantasy', 'Science Fiction', 'TV Movie']"
Children Full of Life (2003),['Documentary']
Hoop Dreams (1994),['Documentary']
Dracula: Dead and Loving It (1995),"['Comedy', 'Horror']"
Home Alone: The Holiday Heist,"['Comedy', 'Family', 'TV Movie']"
Magic  (1978),"['Drama', 'Horror', 'Thriller']"
Endless Love  (1981),"['Romance', 'Drama']"
How the West Was Won  (1962),['Western']
Butch Cassidy and the Sundance Kid (1969),['Western']
A Cinderella Story,"['Comedy', 'Family', 'Romance']"
The Matrix Revisited,['Documentary']
The Hustler  (1961),"['Drama', 'Romance']"
Hard Eight  (1996),"['Drama', 'Crime']"
Burn After Reading (2008),"['Comedy', 'Drama']"
The Cheat  (1923),['Drama']
Wet Hot American Summer (2001),['Comedy']
Man on the Moon  (1999),"['Comedy', 'Drama']"
Rocky ,['Drama']
Wing Chun  (1994),"['Action', 'Comedy', 'Drama', 'Romance']"
Beginners,"['Drama', 'Romance', 'Comedy']"
Avengers: Infinity War (2018),"['Adventure', 'Action', 'Science Fiction']"
Dead End  (2003),"['Mystery', 'Horror', 'Thriller']"
The Lost Boys  (1978),"['Drama', 'TV Movie']"
Dracula A.D. 1972 (1972),['Horror']
Housebound (2014),"['Horror', 'Comedy', 'Thriller']"
The Taking of Deborah Logan (2014),"['Horror', 'Mystery', 'Thriller']"
Cry Wolf  (2005),"['Mystery', 'Thriller']"
Flawless  (1999),"['Comedy', 'Drama']"
THX 1138 (1971),"['Science Fiction', 'Action', 'Drama']"
Hobo with a Shotgun (2011),"['Crime', 'Action', 'Thriller']"
Grindhouse  (2007),"['Thriller', 'Action', 'Horror']"
Love Story  (1986),"['Romance', 'Drama']"
Cliffhanger  (1993),"['Action', 'Adventure', 'Thriller']"
Weird Science  (1985),"['Comedy', 'Romance', 'Science Fiction']"
The Darkest Hour  (2011),"['Horror', 'Action', 'Thriller', 'Science Fiction']"
Superfast! (2015),"['Comedy', 'Action']"
Annabelle: Creation (2017),['Horror']
A Ghost Story (2017),"['Drama', 'Fantasy']"
Fantastic Mr. Fox  (2009),"['Adventure', 'Animation', 'Comedy', 'Family']"
The Amazing Spider-Man  (2012),"['Action', 'Adventure', 'Science Fiction']"
Elektra  (2005),"['Action', 'Fantasy', 'Adventure']"
Lucy  (2014),"['Action', 'Science Fiction']"
Macbeth  (2015),"['Drama', 'War']"
She's the Man (2006),"['Comedy', 'Romance']"
Son of the Mask (2005),"['Fantasy', 'Comedy', 'Family', 'Adventure']"
The Avengers  (1998),"['Action', 'Adventure', 'Thriller', 'Science Fiction', 'Comedy']"
The Dark Half  (1993),"['Mystery', 'Horror']"
Devil  (2011),"['Horror', 'Mystery', 'Thriller']"
The Great Outdoors  (1988),['Comedy']
A Far Off Place (1993),"['Drama', 'Adventure']"
Monkey Kingdom (2015),['Documentary']
Rise of the Planet of the Apes (2011),"['Thriller', 'Action', 'Drama', 'Science Fiction']"
Their Finest (2016),"['Romance', 'War', 'Drama']"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day  (2014)","['Family', 'Comedy']"
Dior and I (2014),['Documentary']
The September Issue (2009),['Documentary']
The First Monday in May,['Documentary']
Monsters University (2013),"['Animation', 'Family']"
Chariots of Fire (1981),"['Drama', 'History']"
Blue Chips (1994),['Drama']
The Greatest Game Ever Played (2005),['Drama']
Far from Home  (1989),['Thriller']
The Shaggy Dog  (2006),"['Comedy', 'Family']"
Murderball  (2005),['Documentary']
Senna  (2010),['Documentary']
Kicking and Screaming  (1995),"['Comedy', 'Drama', 'Romance']"
Tyson  (1995),['Drama']
Just Visiting  (2001),"['Comedy', 'Fantasy', 'Science Fiction']"
Born Free (1966),"['Adventure', 'Family', 'Drama', 'History']"
Where the Red Fern Grows  (2003),"['Drama', 'Family']"
Freelancers  (2012),"['Mystery', 'Drama', 'Action', 'Crime']"
35 and Ticking (2011),"['Romance', 'Comedy']"
G.I. Joe: The Rise of Cobra (2009),"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
Apocalypto (2006),"['Action', 'Drama', 'History']"
Joe Versus the Volcano (1990),"['Comedy', 'Romance']"
The Lord of the Rings  (1978),"['Adventure', 'Animation', 'Fantasy']"
The Hobbit: The Battle of the Five Armies (2014),"['Action', 'Adventure', 'Fantasy']"
Outland  (1981),"['Science Fiction', 'Action']"
2010  (1984),"['Thriller', 'Science Fiction']"
Jupiter Ascending (2015),"['Science Fiction', 'Fantasy', 'Action']"
Open Season  (2006),"['Animation', 'Family', 'Adventure', 'Comedy']"
Black Knight  (2001),"['Comedy', 'Fantasy', 'Adventure']"
Dark City  (1990),"['Drama', 'Thriller', 'TV Movie']"
Thelma ,"['Drama', 'Mystery', 'Thriller']"
The Queen of Versailles (2012),['Documentary']
The Choice  (2015),[]
Sinbad: Legend of the Seven Seas (2003),"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']"
Mute  (2018),"['Science Fiction', 'Mystery', 'Thriller']"
The 14 (1973),['Drama']
Julie  (2006),"['Thriller', 'Mystery']"
Checking Out  (2005),"['Comedy', 'Drama']"
Metropolis  (2001),"['Animation', 'Science Fiction']"
Carrie  (2013),"['Drama', 'Horror']"
1922 ,"['Horror', 'Crime', 'Drama']"
I Now Pronounce You Chuck & Larry (2007),"['Comedy', 'Romance']"
Zookeeper  (2011),"['Comedy', 'Romance', 'Family']"
Heist  (2001),"['Action', 'Crime', 'Drama', 'Thriller']"
Inside Man (2006),"['Crime', 'Drama', 'Thriller']"
Chronicle ,"['Science Fiction', 'Drama', 'Thriller']"
"Mystery, Alaska (1999)","['Drama', 'Comedy']"
Mortal Kombat: Rebirth (2010),"['Action', 'Fantasy']"
Sahara  (2005),"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
Paul Blart: Mall Cop (2009),"['Action', 'Adventure', 'Comedy', 'Family']"
The Girl Next Door  (2007),"['Thriller', 'Crime', 'Drama', 'Horror']"
Mechanic: Resurrection (2016),"['Action', 'Crime', 'Thriller']"
Sex Tape  (2014),['Comedy']
American Wedding (2003),"['Comedy', 'Romance']"
The Replacements  (2000),['Comedy']
Moneyball  (2011),['Drama']
Cosmos  (2010),"['Drama', 'Comedy', 'Fantasy']"
Bullitt (1968),"['Action', 'Crime', 'Thriller', 'Romance', 'Drama']"
